Site	basin	TD	FD	PD	LCBDtax	LCBDfunc	LCBDphylo	Elevation	Gradient	SPI	Qmon	Qann	CatchArea	Order	Out_dist	MAT	Tsea	Ttrend	MAP	Psea	Ptrend	HFP	Urban	Cropland	TN	TP	EC	pH	DO	COD
YTR264	YTR	6.084770059	2.049414784	2.438404525	0.977612	0.581358868	0.625609	25	0.0001	0.0009995	0.908854167	26.541	1189.5	4	1067.2	17.67817502	8.801097366	0.02340189	1978.08343	52.38182021	2.264105769	19.20940018	0.003895702	0.430683376	1.3	0.103	10	8	7.2	10.8
YTR265	YTR	2.569001664	1.455305738	1.35001486	0.951156	1.117403581	1.351898	19	0.0001	0.971157633	6.4296875	14226.009	1011220	9	1134.2	17.59386641	8.570873357	0.024255091	1903.246679	49.87622637	2.213112985	16.674263	0.0564954	0.253894576	2.83	0.098	36	8	7.6	8.2
YTR266	YTR	4.659245834	1.501443624	2.055223524	0.994562	1.04574759	1.283044	13	0.0001	0.85143216	52785.91406	21791.426	1293974	9	902.2	17.67034766	8.951788617	0.024506566	1968.529109	54.57654025	2.290709161	50	0.393447008	0.006502908	1.3	0.103	10	8	7.2	10.8
YTR267	YTR	3.49931422	1.851662926	1.353859895	1.035095	0.561764127	0.329945	7	0.0001	0.312618558	3.2578125	22620.258	1474696	9	790.1	17.55620105	8.936603444	0.023417688	2105.855817	56.25672428	2.122218124	42.36605072	0.239523916	0.203292882	1.98	0.053	31.4	8	6.7	4.2
YTR268	YTR	6.314627523	2.575484343	2.217106485	0.986211	5.66E-02	1.17859	5	0.032908	0.001998003	59263.79427	22768.652	1481427	9	754.4	17.65868098	9.010588248	0.024709407	2104.076969	55.12266845	2.101740613	32.64403534	0.339264411	0.145366998	1.97	0.069	32.2	8	6.4	14.8
YTR269	YTR	2.568567607	1.595314843	1.227295405	1.035394	1.051223723	0.315293	12	0.0001	8.003890502	59751.8776	23018.238	1490940	9	700.4	17.54945074	8.999193498	0.025400633	2093.813404	53.88023526	2.29757872	12.92056084	0.077023084	0.221975435	1.83	0.078	34.1	8	5.7	7.7
YTR270	YTR	5.400545064	1.9744974	2.087104866	0.958611	0.680124248	0.250738	2	0.035505	0.0001	60063.5599	1.281	41.3	1	632.5	17.85131854	9.0686098	0.024097362	2076.549475	50.48329546	2.444218323	26.70883942	0.113538793	0.636302678	1.66	0.085	30.3	7	7.7	11
YTR271	YTR	5.648149951	2.024700549	2.358102327	0.948982	0.647327591	0.375632	1	0.000866	0.0009995	1.872395833	0.181	15.8	1	1	16.99192633	8.996659409	0.034171134	1467.378187	54.84215694	4.5278769	36	0.479831589	0.011621529	1.44	0.077	30.3	8	7.3	4.7
YTR272	YTR	4.063885703	2.41119607	1.765422797	0.96638	0.148888287	0.819474	2	0.0001	0.081579987	0.4765625	22722.322	1493199	9	622.7	17.776401	8.988723603	0.021363672	2105.987142	51.20028518	2.962230168	17.18975258	0.12288659	0.09372378	1.66	0.085	30.3	7	7.7	11
YTR273	YTR	4.063885703	2.41119607	1.765422797	0.96638	0.148888287	0.819474	1	0.0001	0.002995509	1.6015625	4.743	161.7	3	549.2	17.22132912	8.821091061	0.020778454	2120.074696	53.34243143	2.941805574	32.48862839	0.087986858	0.278607027	1.26	0.09	28.2	7	7.4	7
YTR274	YTR	4.343961994	2.151154241	1.977682149	0.958715	0.487867436	0.649279	10	0.055038	0.001998003	63078.33073	28392.016	1664618	9	496.6	17.16781496	8.8294951	0.021482307	2114.879464	55.07057939	2.864774016	28.24892807	0.022060129	0.48107587	1.56	0.067	10	7	6.8	6.7
YTR275	YTR	3.977497087	1.728149666	1.707144137	0.957257	0.867827096	0.899137	22	0.0001	0.044016885	33.22395833	1.118	38.7	1	410.4	17.01403067	8.797715746	0.022729601	2042.880038	52.15889944	2.209419778	34.49952316	0.20809867	0.520314969	2	0.06	29.7	7	6.5	5
YTR276	YTR	2.263978831	1.434588886	1.236657792	0.954584	1.202270426	1.472485	12	0.061485	0.0001	1.75	28706.59	1683361	9	344.4	17.15438173	8.888698275	0.023657955	1952.707759	51.08650344	2.483968539	25.28785706	0.097684535	0.433013815	2.16	0.056	27.8	8	6.2	4.3
YTR277	YTR	5.291653224	2.618508872	2.027264536	0.971925	0.153531707	1.100239	4	0.0001	0.178982656	5.221354167	0.349	31.7	1	225.6	17.01118498	9.062609575	0.027483905	1456.642895	55.17061769	2.708561417	22.71315384	0.304667097	0.402607511	1.93	0.077	27.1	7	6.1	11.2
YTR278	YTR	2.202535995	1.342852535	1.27339274	1.024641	1.075364821	1.603331	4	0.028578	0.0009995	2	29516.578	1717990	9	230.9	17.01118498	9.092026042	0.027483905	1456.642895	54.36517281	2.708561417	26.12443733	0.253646641	0.292548313	1.93	0.077	27.1	7	6.1	11.2
YTR279	YTR	3.419876199	1.397323894	1.69575487	0.98468	1.190743136	1.376783	28	0.0001	0.0009995	2.4609375	1.359	133.5	2	161.1	16.45720916	9.170319834	0.028260584	1291.692476	60.43027503	2.860924049	38.54332733	0.635744619	0.137963523	1.48	0.076	28.1	8	7.1	6.3
YTR280	YTR	2.847162257	1.42582024	1.528734168	0.999613	1.15525995	1.000119	10	0.0001	0.011928571	70083.97135	29559.258	1722359	9	146.6	16.45720916	9.187939931	0.028260584	1291.692476	59.76004481	2.860924049	19.91423607	0.009714041	0.210929064	1.14	0.107	30.2	8	5.7	5.5
YTR281	YTR	3.837506023	1.557373864	1.901863215	0.985996	1.022714707	1.043714	10	0.0001	9.741991511	70167.09896	29559.258	1722359	9	146.6	16.45720916	9.198985539	0.028260584	1291.692476	60.0955636	2.860924049	40.92884064	0.206902006	0.173969046	1.14	0.107	30.2	8	5.7	5.5
YTR282	YTR	3.430661237	1.447196794	1.546693081	1.046866	1.066191265	1.777661	13	0.051959	0.0009995	70982.73438	29648.156	1731896	9	91.4	16.37571828	9.173926935	0.028846439	1246.677514	57.74144445	2.572903095	23.83650398	0.398650463	0.112892287	1.21	0.067	28	8	6.2	11.2
YTR283	YTR	1.309340246	1.050368738	0.645665911	0.988578	1.779226132	1.826438	1	0.034572	0.0001	82817.25	30998.082	1907359	9	58.3	16.50133006	9.1071348	0.030659648	1260.524727	59.05938428	2.286385244	38.92418671	0.411645501	0.098258773	1.27	0.092	31.1	7	6	9.5
YTR284	YTR	2.737854825	1.405693646	1.427622727	0.976076	1.195612807	1.174693	1	0.01732	0.0001	3.653645833	0.351	33.1	1	27.3	16.8988218	9.012960826	0.032633238	1316.228371	56.53200896	3.376614661	28.087183	0.240874866	0.472651054	2.12	0.102	27	8	5.6	10
YTR285	YTR	3.100639749	1.301013533	1.777491677	0.953667	1.326351251	1.15678	1	0.019918	0.0009995	84056.30208	0.183	16.9	1	1.5	16.89255982	9.034157814	0.032579477	1321.84883	57.48702565	3.605044281	38.42751312	0.562081448	0.428277837	1.83	0.095	25.5	8	6.3	11
YTR286	YTR	2.098112443	1.281861574	1.273223307	0.954292	1.417011751	1.164049	1	0.0001	7.32430275	86715.43229	0.274	26.3	1	1	17.22360191	8.756389802	0.036555497	1593.066494	54.16311687	5.247279273	33	0.018547116	0.005004922	2.71	0.321	30.4	8	6.3	15
YTR287	YTR	3.931959057	2.014593196	1.537417568	1.001936	0.487595096	0.310519	1	0.025	0.022	0.1796875	3.815	310.8	3	1	17.25036059	8.543225708	0.035903033	1605.98399	53.27327347	5.603206488	35	0	0	1.28	0.051	28.8	8	6.3	9.4
YTR288	YTR	1.847794554	1.394102191	1.114218823	0.984285	1.254960928	0.607635	1	0.033	0.021	0.01	0.425	30.7	1	1	17.5	8.30003479	0.032	1600	47.86989594	5.542	36	0	0	1.56	0.06	28.6	8	6.9	9.9
YTR289	YTR	1.847794554	1.394102191	1.114218823	0.984285	1.254960928	0.607635	166	0.027519	0.028587457	38886.41406	0.419	20.7	1	2137.9	17.82909431	7.478727114	0.012624794	1318.609932	65.6565347	1.28588846	43.64011383	0.022518881	0.880516727	1.70394797	0.076006254	18.9	8	7.94	8.9
YTR290	YTR	4.00831867	1.536972128	1.454236384	0.978912	1.11392174	0.525457	166	0.004322	0.946237808	0.192708333	0.419	20.7	1	2137.9	17.36346506	7.485451442	0.011085925	1346.712761	65.71348525	0.711180918	39.69823456	0.025306195	0.781205243	1.79	0.045	21.6	8	9.3	12.5
YTR291	YTR	3.474673983	1.956281032	1.851247851	1.062565	0.998909548	4.658844	215	0.0001	5.664244378	66.61458333	58.193	2589.9	4	2012	15.41386313	7.613622401	0.010619602	1444.15507	62.94250199	-0.71377696	33.51729584	0.022958617	0.730170784	1.492261393	0.064243579	15.173	7.93	10.26	5.1
YTR292	YTR	3.321626615	2.25705254	1.953007588	1.061797	1.213175038	3.339464	660	0.0001	5.054282095	66.61458333	58.193	2589.9	4	2012	15.41386313	7.612415879	0.010619602	1444.15507	62.95129739	-0.71377696	33.51729584	0.018873681	0.720866693	1.492261393	0.064243579	15.173	7.93	10.26	5.1
YTR293	YTR	4.883078616	1.936964618	2.375286742	0.965105	0.672088064	0.241808	371	0.0001	5.318717854	74.55208333	50.539	2552.6	4	1730.9	13.01667343	8.073262522	0.006037434	1458.586351	65.16468648	-1.150904245	24.13745689	0.054558677	0.418297983	1.407176892	0.044872719	14.1	7.96	9.57	4
YTR294	YTR	3.587454867	2.33544631	2.073699902	1.026406	0.628187669	1.401776	615	0.063728	0.024692613	74.55208333	0.475	22.2	1	1730.3	13.01667343	8.066377701	0.006037434	1458.586351	65.07347578	-1.150904245	20.1213398	0.044541029	0.405363543	1.641229269	0.07247209	16.4	8	10.99	11.6
YTR295	YTR	1.553788526	1.328524657	1.53712355	1.108493	2.986318844	7.685921	292	0.0001	5.167154595	89.70833333	66.17	3325.1	4	1709.9	13.01667343	8.13512266	0.006037434	1458.586351	65.01454034	-1.150904245	30.01893234	0.198373858	0.283207989	1.600524508	0.030415906	20.414	8.02	8.21	7.1
YTR296	YTR	3.424733892	2.366948042	2.01232164	1.005738	1.061692396	2.499553	338	0.0001	5.274209083	0.635416667	80.017	3999.5	5	1701.4	12.24968399	8.046909918	0.006052963	1426.441201	64.55827647	-1.244060141	19.82161522	0.013930699	0.33123652	1.692110221	0.034358673	20.168	7.9	8.46	4.1
YTR297	YTR	4.99478294	2.22811465	2.338412836	0.954672	0.481153123	0.343331	170	0.142021	0.001998003	41574.7526	84.024	4179.9	5	1688.3	13.18181237	8.084543876	0.005658914	1608.895241	65.21112154	-0.574109475	35.79204559	0.045036893	0.414168695	1.768431648	0.033044417	20.003	8.14	8.73	5.6
YTR298	YTR	7.041713868	2.488303168	2.400133561	0.959151	0.426064109	0.09813	472	0.016454	6.32986528	0.440104167	33.269	1559.6	4	1749.4	14.4967237	7.969630799	0.005149114	1515.474845	64.53013298	-1.211934188	24.10921478	0.008178679	0.211891066	0.968085106	0.055386765	18.6	8.64	10.94	6.6
YTR299	YTR	4.498005048	1.569661529	2.090697532	0.970506	0.997674526	0.523642	255	0.575013	0.030529205	33.22395833	24.06	1097.7	4	1815.3	14.60647822	7.9049986	0.006134649	1366.781705	64.08804952	-0.110420444	26.08049965	0.006385042	0.244660921	1.411618887	0.049866977	20.61	8.53	12.42	6
YTR300	YTR	3.679981077	1.57610844	2.038383761	1.004543	0.960298892	0.463475	186	0.02607	0.0001	89.94010417	72.67	3171.6	5	1881.3	15.41323256	7.979728301	0.007133596	1344.878897	64.95467816	0.678004604	37.12977219	0.057593399	0.43696799	1.038647299	0.051173941	22.8	8.83	13	11.5
YTR301	YTR	5.423924307	2.116729959	2.462814469	0.978632	0.575848838	0.104524	186	0.024248	0.0001	89.94010417	72.67	3171.6	5	1881.3	15.41323256	7.979481628	0.007133596	1344.878897	64.95805625	0.678004604	37.12977219	0.074737243	0.507068109	1.038647299	0.051173941	22.8	8.83	13	11.5
YTR302	YTR	5.97349478	2.480774014	2.528259001	0.984636	0.412216531	0.226389	419	0.523056	0.029558802	0.174479167	109.312	4774.1	5	1846.2	14.60647822	7.893719479	0.006134649	1366.781705	64.16991127	-0.110420444	20.40722656	0.003772825	0.475593295	1.885393608	0.100838567	22.8	8.78	13.5	15.5
YTR303	YTR	5.576864584	2.57368748	2.476866343	0.989105	0.450270633	0.600052	278	0.099588	0.006975614	0.111979167	110.912	4845.4	5	1838.3	15.94653791	7.90920608	0.007980779	1364.011732	64.48444267	0.049085467	27.8545208	0.053059645	0.495714278	1.643466091	0.05770876	21.011	8.97	12.45	10.3
YTR304	YTR	3.704057308	1.778829857	2.089952871	1.018768	0.824264471	0.350233	146	0.079671	0.00796817	41042.5	118.112	5165.5	5	1818.3	15.94653791	7.850806612	0.007980779	1364.011732	63.84105169	0.049085467	49.72442627	0.421881349	0.262062184	1.593064525	0.038104302	19.916	8.34	9.65	5.7
YTR305	YTR	2.953631082	1.436798342	1.960257744	1.007109	1.093497961	0.930709	469	0.0001	5.334268317	54.90625	1.088	48.3	2	1814.2	15.55591047	7.901139973	0.008650405	1466.191124	63.28407134	-0.396389529	22.79220581	0.010158461	0.297297451	1.421699201	0.098757206	15.969	8.09	9.09	12.3
YTR306	YTR	2.453119384	1.373671932	1.479953812	0.960131	1.306617013	1.176474	469	0.126007	0.012916225	54.90625	48.504	2175.6	4	1808.4	15.55591047	7.906848524	0.008650405	1466.191124	63.34875372	-0.396389529	22.91781616	0.001225843	0.351355996	1.472100767	0.085614648	16.43	7.97	9.24	10.8
YTR307	YTR	4.634543243	1.595528153	2.020292293	0.950123	1.019513466	0.85483	355	0.030309	4.595079445	14.796875	15.803	689	4	1919.3	16.70627512	7.705297346	0.011341306	1336.803554	62.00745061	0.060196498	15.11465073	0.001161058	0.697955286	1.744269223	0.073392326	19.8	8.02	8.85	7.9
YTR308	YTR	4.634543243	1.595528153	2.020292293	0.950123	1.019513466	0.85483	271	0.0001	2.965376154	0.903645833	3.393	163.2	3	1657	11.85161207	8.146074064	0.006058049	1480.304607	64.64313075	-0.700585012	31.78744316	0.012189404	0.525688798	1.549643556	0.040929952	21	7.59	7.89	4.4
YTR309	YTR	5.229373054	2.253332099	2.256424688	0.949484	0.554921899	0.512136	1203	0.0001	4.700325808	23.06510417	9.571	492.6	4	1661.1	11.85161207	8.055742963	0.006058049	1480.304607	64.5430397	-0.700585012	14.28692436	0.000475724	0.018160608	0.755900713	0.047501231	14.4	8.14	10.26	4.7
YTR310	YTR	3.195493154	2.180411195	1.979513629	0.978074	0.47608571	0.438092	1203	0.054018	5.03849038	23.06510417	9.571	492.6	4	1661.1	11.85161207	8.058020385	0.006058049	1480.304607	64.52015937	-0.700585012	25.05478668	0.009293771	0.037903473	1.651405459	0.01990186	20.8	7.67	9.81	4.9
YTR311	YTR	3.561319764	1.9454418	1.776546529	0.956238	0.72381923	0.389162	337	0.015932	2.631529063	0.8203125	4.549	193.5	3	1597.9	13.90798725	8.115795635	0.009554556	1621.935217	64.56817809	0.490000517	22.89315224	0.003842538	0.405321733	2.35356259	0.064586556	20.9	8.01	7.76	5.6
YTR312	YTR	4.826536446	2.226187069	2.258963499	0.991344	0.493156908	0.118148	548	0.0001	4.942156576	1.205729167	11.707	681.8	3	1626.8	12.48214264	8.210792841	0.009848398	1503.99062	65.44309277	1.160122527	27.06769943	0.052873037	0.403537464	2.35356259	0.064586556	20.9	8.01	7.76	5.6
YTR313	YTR	3.875198129	1.775227092	1.667464763	0.956287	0.888986169	0.432625	548	0.004321	0.001998003	56.39322917	28.469	1880.6	4	1623.2	12.48214264	8.223098816	0.009848398	1503.99062	65.61634815	1.160122527	22.75724983	0.043078842	0.264319402	2.190743545	0.105328485	20.5	8.1	9.33	8.2
YTR314	YTR	3.36034939	1.458533839	1.557071214	0.960549	1.183701236	0.871177	297	0.037657	0.002995509	58.97135417	1.197	60.8	3	1616.8	12.48214264	8.238582223	0.009848398	1503.99062	65.8177378	1.160122527	28.2233448	0.183746102	0.36313651	2.0279245	0.089557415	21.2	7.92	8.02	4.5
YTR315	YTR	4.01455488	1.540005702	1.68684397	0.971084	1.054242328	0.583411	205	0.0001	6.151427588	1.932291667	50.654	3133.2	5	1603.2	13.90798725	8.192143259	0.009554556	1621.935217	65.51088142	0.490000517	23.05742645	0.048517799	0.342423284	1.844753075	0.068529323	21.2	7.8	7.8	4.4
YTR316	YTR	4.998162003	1.856734802	1.898307451	0.964032	0.793537191	0.316797	80	0.039835	0.00796817	41932.04427	52.092	3202.3	5	1590.6	13.90798725	8.066149321	0.009554556	1621.935217	64.41137529	0.490000517	20.89139938	0.013821009	0.219638284	1.854929265	0.058015277	20.172	7.92	8.44	2.7
YTR317	YTR	4.228417951	2.939746687	2.320375188	1.073779	1.581949299	1.332364	3805	0.10132	0.01093994	321.4166667	162.301	21843.5	6	4542.5	-1.164542652	7.36984948	0.029084877	792.0954398	91.9792504	2.117683506	18.5734787	0	0	1.778607838	0.048815486	20.547	8.1	8.49	3.9
YTR318	YTR	4.392984276	2.515043549	2.017761319	0.99665	0.405892783	0.212362	2105	0.538646	0.035367144	2212.924479	960.514	78921	6	3858.3	3.86828713	5.426501931	0.018284954	1104.354961	97.75293712	0.35429814	12.64781857	0	0.046834792	0.32	0.015	18.8	9	8.5	10
YTR319	YTR	4.60397789	1.548595776	2.208921155	1.002953	0.899505593	0.441287	1221	0.522858	0.003992021	10771.64063	1810.264	256952.7	7	3348.5	17.855084	4.79603004	0.010772695	986.1126098	94.74003538	-0.930131461	50	0.036014125	0.381191548	1.74	0.023	20.8	8	8.2	4.7
YTR320	YTR	4.221861753	2.120379773	2.487798831	0.994392	0.532590932	0.55709	1326	0.103051	0.01093994	4364.111979	7.552	470.7	3	3421.9	15.75724897	4.792157818	0.010563987	1163.676813	95.61660267	-0.768864676	14.55539513	0	0.092364995	1.24	0.02	26.9	8	7.8	5.3
YTR321	YTR	3	2.585483438	1.510148994	1.111776	0.466675605	0.405128	333	0.0001	6.202681256	9849.747396	2191.769	131415.8	7	2646.9	17.28072252	6.948026833	0.012633579	1399.20736	86.89925939	-2.100340005	24.16316032	0.165113213	0.56548759	2.71	0.088	10	8	8.8	7
YTR322	YTR	2.946856105	1.525349487	1.454880676	1.045799	1.054801844	1.34324	276	0.162805	0.002995509	23476.55469	2285.835	135287	7	2574.7	16.96364297	6.974321587	0.009943066	1448.863688	79.0865881	-1.946807613	50	0.429479435	0.425469046	1.06	0.135	10	8	8.1	8.3
YTR323	YTR	2.871745887	2.020879385	0.981264349	1.188323	0.860415073	1.425275	413	0.0001	0.0009995	3236.744792	0.388	15.1	1	2768.6	17.32848056	7.002275347	0.016261361	1413.602833	97.21904437	-2.887391128	37.73493958	0.083265026	0.790023315	6.4	0.14	23.8	7	8.8	4
YTR324	YTR	5.467025103	2.701609365	2.339890839	0.970673	0.363807059	0.472654	402	0.034761	0.001998003	3236.502604	583.825	31608.8	6	2799.5	17.30246871	7.05847395	0.01619357	1383.791832	96.79869842	-2.366129092	35.10390472	0.104753806	0.727396711	6.4	0.14	23.8	7	8.8	4
YTR325	YTR	6.544206472	3.073542579	1.77324783	1.051547	0.459263111	8.08E-02	790	0.040701	0.001998003	1935.046875	390.196	23006.6	6	2925.8	11.32114047	6.932632351	0.015467158	1336.131839	90.2735418	0.296428051	41.43616867	0.274405519	0.489118769	0.73	0.012	16	8	9.8	10
YTR326	YTR	5.467025103	2.701609365	2.339890839	0.970673	0.363807059	0.472654	2857	0.00432	4.496816306	2.809895833	59.173	4699.8	4	3140.5	4.292405424	6.454283605	0.016394033	1195.162959	77.19619133	-0.101784951	17.53422928	0.000290156	0.223460096	1.36	0.021	10	8	8.7	5
YTR327	YTR	6.544206472	3.073542579	1.77324783	1.051547	0.459263111	8.08E-02	1966	0.027711	5.641481448	484.5182292	193.252	13393.7	5	3082.4	6.415396547	6.780421534	0.016605922	1269.401326	80.24882855	-0.997615378	25.23523903	0.006384017	0.184804218	1.36	0.021	10	8	8.7	5
YTR328	YTR	5.466314946	2.372439168	2.065826459	0.943839	0.391619866	0.388651	403	0.0001	7.992572519	4998.234375	725.973	62995.4	7	2711.4	16.43213562	7.575116849	0.010785838	1166.959185	90.11265181	0.02225605	32.02246094	0.021105363	0.693168809	1.79	0.045	21.6	8	9.3	12.5
YTR329	YTR	5.478840941	2.188058152	2.407027572	0.973972	0.558189773	0.315559	360	0.00869	0.001998003	5749.427083	848.02	70176.5	7	2661.6	17.21328532	7.596076162	0.009168556	1095.076342	86.52631541	-0.14942188	25.62694359	0.124007593	0.569059899	1.79	0.045	21.6	8	9.3	12.5
YTR330	YTR	4.33633253	2.007968851	1.823106163	0.990027	0.596653557	0.180685	276	0.147217	0.0009995	3.979166667	941.82	75864.4	7	2526.2	17.62480105	7.626042265	0.009536295	1108.592765	79.64352233	0.480437972	29.01202774	0.038711623	0.482244416	1.79	0.045	21.6	8	9.3	12.5
YTR331	YTR	4.285214837	2.276067645	2.21944576	1.015205	0.526828299	1.911638	272	0.051959	0.004987542	5962.221354	991.075	79737	7	2401	17.82126694	7.508160126	0.009204985	1152.254756	77.38323489	1.175214616	21.53389359	0.010887419	0.684927328	1.33	0.16	24.2	8	8.6	10
YTR332	YTR	3.520305314	1.576850094	1.608616134	0.949174	1.029852126	1.207352	263	0.307425	0.001998003	2.5625	997.481	81547.3	7	2325.2	17.69874613	7.477362065	0.006698724	1164.738797	73.96742457	1.218955564	27.6157856	0.019139241	0.86242696	2.03	0.063	26.3	8	8.9	10.3
YTR333	YTR	4.589677809	2.154298801	2.053757854	0.99429	0.34402252	7.34E-02	233	0.045897	0.001998003	12505.38802	2365.384	159049	8	2204.2	17.89222546	7.487160605	0.008876863	1373.053812	68.81918551	1.210906624	49.01524353	0.353684153	0.402593292	1.51	0.064	24.9	8	8.2	7.7
YTR334	YTR	4.344975939	1.520933438	1.798175983	0.997671	1.07358552	1.142898	347	0.193114	0.004987542	0.294270833	1697.559	86798.7	6	2060.1	16.19191889	7.566707508	0.009411486	1375.29787	63.58470772	-0.686599016	42.1123085	0.405049529	0.298192466	1.84	0.151	24.1	8	8.1	11.3
YTR335	YTR	2.119667345	1.312760661	1.008092735	0.958722	1.425184504	1.489572	398	0.437323	0.070458464	1055.890625	1414.143	74386.2	6	2167.2	14.18767344	7.62236602	0.009563078	1582.187723	62.52833572	-0.54731557	16.82931328	0.003483995	0.119442971	2.76	0.043	22.7	8	7.5	2
YTR336	YTR	5.248697567	2.023910537	2.260519689	0.950099	0.648741923	0.315801	423	0.0001	8.635822624	13.625	1263.488	67888.8	6	2220.3	14.26819455	7.617207688	0.008507219	1683.145739	61.72545382	-0.469506597	34.16856003	0.019958578	0.193236924	3.68	0.06	22.6	7	7.2	8
YTR337	YTR	5.622730198	1.760869621	2.124177663	0.990817	0.775081612	0.863557	454	0.0001	6.096855562	620.0989583	0.77	36.5	2	2300.9	14.31460741	7.698176091	0.007718846	1722.149541	61.39189236	-0.616722962	31.52815056	0.041814846	0.628838579	3.68	0.06	22.6	7	7.2	8
YTR338	YTR	5.535959958	2.664349542	2.287577818	0.959089	0.208610696	0.716235	23	0.0001	5.98986577	0.270833333	0.856	37.5	2	1267.5	17.71943472	8.582640696	0.019491711	1733.634026	46.78384015	0.954874896	28.4814167	0.134805091	0.210203159	1.23	0.034	30.8	8	7.4	12.1
YTR339	YTR	4.857937971	2.013553981	1.930846963	0.961568	0.69008084	0.691792	19	0.012124	0.0001	638.0208333	0.39	15.9	1	1324.7	17.83557944	8.643614075	0.017667995	1774.42697	46.5241516	1.604755547	42.00019455	0.454250815	0.124793592	1.41	0.033	27.8	8	6.8	15.3
YTR340	YTR	5.23596717	2.19752701	1.935165589	0.979081	0.203750639	1.094821	40	0.05726	0.0001	0.059895833	1900.936	73582.9	7	1389.7	18.14316595	8.536910336	0.01777031	1620.223391	45.92420437	1.026693308	44.01501083	0.221637597	0.330002107	1.23	0.035	33.3	7	6.8	9.7
YTR341	YTR	6.665106726	2.132124333	2.428822293	0.974737	0.585508797	0.676155	131	0.00108	0.0001	967.28125	1053.072	54788.3	7	1663.3	16.60773124	8.220500194	0.015880482	2046.51841	58.22009293	1.849146528	21.94888878	0.327824532	0.37621938	1.09	0.051	29.6	7	7.6	6.8
YTR342	YTR	3.12821536	1.495144649	1.530239334	0.986257	1.1874234	0.665525	44	0.103918	0.0009995	2798.776042	1995.113	88974.1	7	1370.9	17.12938826	8.517737514	0.020203181	1827.227801	47.2391917	1.306698744	41.02136993	0.087055483	0.557627844	1.27	0.038	28.4	7	7.2	9
YTR343	YTR	2.723965672	1.487303507	1.397340038	0.963124	0.983308909	1.539527	25	0.0001	7.545027633	5042.078125	1655.183	165274.5	7	907.4	17.67034766	9.040052172	0.024506566	1968.529109	55.07080092	2.290709161	50	0.77792044	0.070870498	1.64	0.084	29.9	7	6.7	10.6
YTR344	YTR	6.702370807	2.29366821	2.701890539	0.978391	0.409855675	0.140554	234	0.001448	7.581535627	0.6484375	783.093	58182.5	6	1704.1	13.74416085	8.53843181	0.010250422	1007.796338	67.24003127	0.282551255	32.9801178	0.030801104	0.148254418	1.74	0.051	10	7	8.5	9.3
YTR345	YTR	6.984710055	3.222598048	2.35541405	0.983616	0.227663153	0.103802	141	0.046763	0.001998003	0.440104167	1061.718	103214.7	6	1446.6	15.72513122	8.911110301	0.020696238	1170.030368	62.89973617	-0.824612344	36.39988327	0.324405666	0.315309595	1.71	0.069	26.4	8	6.7	11.8
YTR346	YTR	3.282069147	1.433348311	1.677747702	0.965822	1.201211259	1.142579	42	0.065815	0.0001	8.088541667	1323.758	136098.2	7	1294.3	16.68312493	8.921314656	0.024849068	1339.597622	60.38620858	0.037154641	28.11101532	0.30024878	0.413202411	1.71	0.069	26.4	8	6.7	11.8
YTR347	YTR	3.282069147	1.433348311	1.677747702	0.965822	1.201211259	1.142579	34	0.012124	0.0001	4862.424479	0.303	21.6	1	1109.6	17.46625771	8.907453763	0.028607227	1656.362097	51.79570436	1.409112351	16.36409378	0.007329372	0.99005828	1.28	0.07	28.5	8	7.4	7.5
YTR348	YTR	6.017912472	2.741819658	2.096197429	1.027533	0.697446048	0.592562	27	0.016454	0.0001	4827.375	1437.317	143192	7	1048.1	17.54295186	8.913655334	0.028602315	1824.45235	52.29112716	1.616000841	33.99580002	0.043338	0.777400995	1.28	0.07	28.5	8	7.4	7.5
YTR349	YTR	5.710910055	1.976969604	2.274168266	0.972934	0.602558276	0.316265	21	0.051959	0.0009995	5005.080729	1500.883	145336.2	7	946.7	17.49507787	9.002204065	0.027029361	1845.359154	54.9151944	1.788208126	40.81675339	0.123907575	0.67828695	1.23	0.079	28.7	7	6.1	9.5
YTR350	YTR	2.793416381	1.784966521	1.344587844	1.01223	0.732966081	0.947123	21	0.0001	6.60110647	0.252604167	2572.48	81632.6	7	765.9	18.86770701	8.726949681	0.024113955	2182.474583	59.75862369	4.320590937	47.50444794	0.555717253	0.105679448	1.42	0.045	31.8	7	5.8	9.6
YTR351	YTR	7.024769432	2.788045427	2.448879679	0.957054	0.163620713	0.354157	2	0.00866	0.0009995	402.46875	0.192	5.4	1	699	18.23235362	8.852984091	0.022710095	2037.765888	56.46408274	1.918675802	32.02399826	0.137922397	0.556908815	1.4	0.031	31.9	8	7.1	9.8
YTR352	YTR	5.210344138	2.46899324	2.129167522	0.965712	0.331149855	0.697437	15	0.0001	1.818076778	0.3359375	0.299	8.4	1	724.2	18.65510168	8.724422867	0.02306283	2176.151246	58.27910878	3.795619764	37.12217712	0.177303051	0.611318529	1.42	0.045	31.8	7	5.8	9.6
PR1	PR	4.638612611	2.964823213	1.81474651	0.891688	1.029007848	0.626128	1879	0.129906	0.044973366	154.328125	54.35	3841.2	4	1970	15.19430868	4.685049959	0.021308152	881.2845103	82.30681294	-2.582039112	11.13576508	0.002034005	0.159499031	5.7	0.087	569	8	7.8	6.4
